Commodity,Mandi,State,District,Date,Price,Min_Price,Max_Price
Maize,Kalaghatagi APMC,Karnataka,Dharwad,2026-06-21,2180,2180,2180
Maize,Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-21,1400,1000,1800
Red gram/Arhar/Tur(whole),Humanabad APMC,Karnataka,Bidar,2026-06-21,6500,5000,7600
Drumstick,Mysuru APMC,Karnataka,Mysuru,2026-06-21,6900,6800,7000
Maize,Kustagi APMC,Karnataka,Koppal,2026-06-21,2087,2000,2150
Sunflower/Sunflower Seed,Vijayapura APMC,Karnataka,Vijayapura,2026-06-21,7353,7306,7400
Mango,Srinivasapur APMC,Karnataka,Kolar,2026-06-21,500,450,700
Ridgeguard(Tori),Kolar APMC,Karnataka,Kolar,2026-06-21,3700,3500,4000
Ridgeguard(Tori),Ranebennur APMC,Karnataka,Haveri,2026-06-21,1500,600,2500
Ridgeguard(Tori),Hospet APMC,Karnataka,Vijayanagara,2026-06-21,2500,2500,2500
Green Chilli,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-21,3500,2400,5000
Bitter gourd,Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-21,2900,2800,3000
Tender Coconut,Maddur APMC,Karnataka,Mandya,2026-06-21,25000,15000,45000
Rice,Shimoga APMC,Karnataka,Shivamogga,2026-06-21,2470,2300,2500
Paddy(Common),Belur APMC,Karnataka,Hassan,2026-06-21,4500,2000,4500
Paddy(Common),T. Narasipura APMC,Karnataka,Mysuru,2026-06-21,2400,2100,3000
Paddy(Common),K.R.Nagar APMC,Karnataka,Mysuru,2026-06-21,2095,2000,2400
Rice,Koppal APMC,Karnataka,Koppal,2026-06-21,2605,2600,2610
Wheat,Soundati APMC,Karnataka,Belagavi,2026-06-21,2400,2400,2400
Wheat,Annigeri APMC,Karnataka,Dharwad,2026-06-21,2322,2322,2322
Wheat,Hospet APMC,Karnataka,Vijayanagara,2026-06-21,3350,3050,3350
Brinjal,Mysuru APMC,Karnataka,Mysuru,2026-06-21,3100,3000,3200
Brinjal,Mulbagal APMC,Karnataka,Kolar,2026-06-21,2000,1000,3000
Brinjal,Chintamani APMC,Karnataka,Chikkaballapur,2026-06-21,2000,1500,2500
Snakeguard,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-21,2000,1800,2300
Snakeguard,Bagepalli APMC,Karnataka,Chikkaballapur,2026-06-21,900,800,1000
Wheat,Vijayapura APMC,Karnataka,Vijayapura,2026-06-21,2311,2287,2334
Cabbage,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-21,3500,3000,4000
Ladies Finger,Mysuru APMC,Karnataka,Mysuru,2026-06-21,1100,1000,1200
Cauliflower,Kolar APMC,Karnataka,Kolar,2026-06-21,1300,1000,1500
Ox,Ranebennur APMC,Karnataka,Haveri,2026-06-21,55000,45000,70000
Green Chilli,Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-21,2800,2500,3000
Bottle gourd,Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-21,2500,2400,2600
Lint,Ranebennur APMC,Karnataka,Haveri,2026-06-21,10574,10574,10574
Raddish,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-21,3000,2400,3500
Copra,Nagamangala APMC,Karnataka,Mandya,2026-06-21,33000,33000,33000
Knool Khol,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-21,2500,2000,3000
Suvarna Gadde,Mysuru APMC,Karnataka,Mysuru,2026-06-21,2100,2000,2200
Lint,Ranebennur APMC,Karnataka,Haveri,2026-06-21,10574,10574,10574
Ox,Ranebennur APMC,Karnataka,Haveri,2026-06-21,55000,45000,70000
Chilly Capsicum,Mysuru APMC,Karnataka,Mysuru,2026-06-21,6000,5500,7000
Cabbage,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-21,3500,3000,4000
Ladies Finger,Mysuru APMC,Karnataka,Mysuru,2026-06-21,1100,1000,1200
Thondekai,Mysuru APMC,Karnataka,Mysuru,2026-06-21,3100,3000,3200
Thondekai,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-21,3200,2800,4000
Raddish,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-21,3000,2400,3500
Brinjal,Mysuru APMC,Karnataka,Mysuru,2026-06-21,3100,3000,3200
Brinjal,Mulbagal APMC,Karnataka,Kolar,2026-06-21,2000,1000,3000
Brinjal,Chintamani APMC,Karnataka,Chikkaballapur,2026-06-21,2000,1500,2500
Red gram/Arhar/Tur(whole),Kustagi APMC,Karnataka,Koppal,2026-06-21,7000,7000,7000
Garlic,Ranebennur APMC,Karnataka,Haveri,2026-06-21,5900,4000,10000
Snakeguard,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-21,2000,1800,2300
Snakeguard,Bagepalli APMC,Karnataka,Chikkaballapur,2026-06-21,900,800,1000
Cucumbar(Kheera),Kolar APMC,Karnataka,Kolar,2026-06-21,1200,1000,1300
Cucumbar(Kheera),Ramanagara APMC,Karnataka,Bengaluru South,2026-06-21,1800,1600,2000
Cucumbar(Kheera),Hospet APMC,Karnataka,Vijayanagara,2026-06-21,1600,1600,1600
Coconut,Koppa APMC,Karnataka,Chikkamagaluru,2026-06-21,4000,3800,4500
Arecanut(Betelnut/Supari),Holenarsipura APMC,Karnataka,Hassan,2026-06-21,24000,20000,24000
Mango,Mulbagal APMC,Karnataka,Kolar,2026-06-21,500,400,700
Maize,Vijayapura APMC,Karnataka,Vijayapura,2026-06-21,2230,2175,2260
Maize,Mundgod APMC,Karnataka,Uttara Kannada,2026-06-21,2200,2100,2250
Sunflower/Sunflower Seed,Soundati APMC,Karnataka,Belagavi,2026-06-21,7700,7700,7700
Tender Coconut,K.R. Pet APMC,Karnataka,Mandya,2026-06-21,15000,10000,40000
Paddy(Common),Srirangapattana APMC,Karnataka,Mandya,2026-06-21,1800,1800,2300
Paddy(Common),Dharwar APMC,Karnataka,Dharwad,2026-06-21,2450,2450,2450
Paddy(Common),Periyapatna APMC,Karnataka,Mysuru,2026-06-21,2100,2100,2100
Paddy(Common),Malavalli APMC,Karnataka,Mandya,2026-06-21,2400,2000,2800
Paddy(Common),Kollegal APMC,Karnataka,Chamarajanagar,2026-06-21,2500,2000,3060
Thondekai,Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-21,1350,1300,1400
Cowpea(Lobia/Karamani),Ramdurga APMC,Karnataka,Belagavi,2026-06-21,6800,6800,6800
Mataki,Vijayapura APMC,Karnataka,Vijayapura,2026-06-21,6316,6316,6316
Green Chilli,Ranebennur APMC,Karnataka,Haveri,2026-06-21,3000,1600,3500
Green Chilli,Chintamani APMC,Karnataka,Chikkaballapur,2026-06-21,2500,2000,3000
Copra,Huliyar APMC,Karnataka,Tumakuru,2026-06-21,20400,20350,20600
Bottle gourd,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-21,1800,1600,2200
Red gram/Arhar/Tur(whole),Vijayapura APMC,Karnataka,Vijayapura,2026-06-21,7300,7200,7400
She Buffalo,Ramdurga APMC,Karnataka,Belagavi,2026-06-21,55000,50000,60000
Ragi(Finger Millet),Chintamani APMC,Karnataka,Chikkaballapur,2026-06-21,3200,3000,3300
Potato,Hospet APMC,Karnataka,Vijayanagara,2026-06-21,1300,1300,1300
Sheep,Ranebennur APMC,Karnataka,Haveri,2026-06-21,22000,18000,25000
Ox,Ramdurga APMC,Karnataka,Belagavi,2026-06-21,30000,25000,35000
Cucumbar(Kheera),Mysuru APMC,Karnataka,Mysuru,2026-06-21,1300,1200,1400
Cucumbar(Kheera),Belur APMC,Karnataka,Hassan,2026-06-21,1500,1500,1500
Cucumbar(Kheera),Chintamani APMC,Karnataka,Chikkaballapur,2026-06-21,500,400,600
Foxtail Millet(Navane),Kustagi APMC,Karnataka,Koppal,2026-06-21,2637,2600,3000
Tomato,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-21,2000,1500,2500
Bitter gourd,Kolar APMC,Karnataka,Kolar,2026-06-21,3300,3000,3500
Chilly Capsicum,Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-21,3500,3000,4000
Beetroot,Mysuru APMC,Karnataka,Mysuru,2026-06-21,2400,2300,2500
Beetroot,Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-21,1500,1400,1600
Capsicum,Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-21,5500,5000,6000
Potato,Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-21,1000,300,1300
Onion,Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-21,2300,2000,2400
Cauliflower,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-21,2000,1500,2500
Seemebadnekai,Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-21,1900,1800,2000
Suvarna Gadde,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-21,3600,3000,4000
Raddish,Kolar APMC,Karnataka,Kolar,2026-06-21,800,700,1000
Raddish,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-21,2000,1500,2500
Ginger(Green),Hassan APMC,Karnataka,Hassan,2026-06-21,1500,1500,1500
Beans,Mulbagal APMC,Karnataka,Kolar,2026-06-21,3000,2000,4000
Beans,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-21,4500,4000,5000
Beans,Belur APMC,Karnataka,Hassan,2026-06-21,6000,6000,6000
Ridgeguard(Tori),Bagepalli APMC,Karnataka,Chikkaballapur,2026-06-21,2300,2000,2500
Ridgeguard(Tori),Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-21,2000,1500,2500
Bengal Gram(Gram)(Whole),Vijayapura APMC,Karnataka,Vijayapura,2026-06-21,5785,5708,5862
Bengal Gram(Gram)(Whole),Koppal APMC,Karnataka,Koppal,2026-06-21,5976,5976,5976
Tender Coconut,Pandavapura APMC,Karnataka,Mandya,2026-06-21,25000,24000,26000
Tender Coconut,Holenarsipura APMC,Karnataka,Hassan,2026-06-21,10000,8000,20000
Paddy(Common),T. Narasipura APMC,Karnataka,Mysuru,2026-06-20,2400,2000,3150
Paddy(Common),Shikaripura APMC,Karnataka,Shivamogga,2026-06-20,2907,2800,3500
Paddy(Common),H.B. Halli APMC,Karnataka,Vijayanagara,2026-06-20,2400,2400,2400
Paddy(Common),Manvi APMC,Karnataka,Raichur,2026-06-20,3309,3180,3491
Thondekai,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-20,3600,3000,4000
Thondekai,Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-20,1300,1200,1500
Thondekai,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-20,2500,2400,2600
Raddish,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-20,2000,1500,2500
Raddish,Bangarpet APMC,Karnataka,Kolar,2026-06-20,500,300,1000
Raddish,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-20,3000,2000,3300
Coconut,Kundapura APMC,Karnataka,Udupi,2026-06-20,19000,18000,20000
Coconut,Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-20,16000,14000,20000
Arecanut(Betelnut/Supari),Holalkere APMC,Karnataka,Chitradurga,2026-06-20,25444,23000,26563
Arecanut(Betelnut/Supari),Huliyar APMC,Karnataka,Tumakuru,2026-06-20,26000,26000,26200
Arecanut(Betelnut/Supari),Tarikere APMC,Karnataka,Chikkamagaluru,2026-06-20,11000,11000,11000
Arecanut(Betelnut/Supari),Kadur APMC,Karnataka,Chikkamagaluru,2026-06-20,12500,11000,13000
Arecanut(Betelnut/Supari),Arasikere APMC,Karnataka,Hassan,2026-06-20,13000,13000,13000
Cucumbar(Kheera),Channapatna APMC,Karnataka,Bengaluru South,2026-06-20,1600,1200,2000
White Pumpkin,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-20,1900,1800,2000
Alsandikai,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-20,3500,3300,3600
Carrot,Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-20,4200,4000,4500
Carrot,Bagepalli APMC,Karnataka,Chikkaballapur,2026-06-20,2500,2000,3400
Carrot,Hoskote APMC,Karnataka,Bengaluru Rural,2026-06-20,2850,2800,2900
Sweet Potato,Davangere APMC,Karnataka,Davangere,2026-06-20,1500,800,2000
Ladies Finger,Honnali APMC,Karnataka,Davangere,2026-06-20,2300,2000,2500
Ladies Finger,Doddaballapur APMC,Karnataka,Bengaluru Rural,2026-06-20,2800,2500,3100
Ladies Finger,Kalaburagi APMC,Karnataka,Kalaburagi,2026-06-20,2000,1200,2800
Beans,Davangere APMC,Karnataka,Davangere,2026-06-20,3500,2100,4500
Beans,Bagepalli APMC,Karnataka,Chikkaballapur,2026-06-20,6000,5000,9000
Beans,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-20,4500,4000,5000
Ginger(Green),Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-20,6500,6000,7000
Ginger(Green),Arakalgud APMC,Karnataka,Hassan,2026-06-20,2000,2000,2000
Bajra(Pearl Millet/Cumbu),Ballari APMC,Karnataka,Bellary,2026-06-20,2553,2466,2656
Bajra(Pearl Millet/Cumbu),Vijayapura APMC,Karnataka,Vijayapura,2026-06-20,1992,1992,1992
Bajra(Pearl Millet/Cumbu),Lingasugur APMC,Karnataka,Raichur,2026-06-20,2400,2400,2400
Bajra(Pearl Millet/Cumbu),Kalaburagi APMC,Karnataka,Kalaburagi,2026-06-20,2100,1825,2500
Wheat,Kalaburagi APMC,Karnataka,Kalaburagi,2026-06-20,2650,1850,3150
Onion,Hoskote APMC,Karnataka,Bengaluru Rural,2026-06-20,1800,1500,1800
Onion,Bangarpet APMC,Karnataka,Kolar,2026-06-20,1500,1000,2000
Cauliflower,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-20,2500,2000,2800
Rice,Shimoga APMC,Karnataka,Shivamogga,2026-06-20,2400,2300,2500
Rice,Bengaluru APMC,Karnataka,Bengaluru,2026-06-20,3200,3100,3300
Rice,Sankeshwar APMC,Karnataka,Belagavi,2026-06-20,2550,2525,2550
Green Gram(Moong)(Whole),Kalaburagi APMC,Karnataka,Kalaburagi,2026-06-20,6250,5500,7150
Groundnut,Hubballi APMC,Karnataka,Dharwad,2026-06-20,4858,2110,6900
Groundnut,Yadgir APMC,Karnataka,Yadgir,2026-06-20,7001,7001,7001
Green Gram(Moong)(Whole),Gadag APMC,Karnataka,Gadag,2026-06-20,4376,2114,9500
"Sesamum(Sesame,Gingelly,Til)",Kalaburagi APMC,Karnataka,Kalaburagi,2026-06-20,9500,8800,10500
Groundnut,Raichur APMC,Karnataka,Raichur,2026-06-20,7013,4496,7414
Rice,K.R. Pet APMC,Karnataka,Mandya,2026-06-20,2148,2148,2148
Black Gram(Urd Beans)(Whole),Hubballi APMC,Karnataka,Dharwad,2026-06-20,3541,1010,7651
Black Gram(Urd Beans)(Whole),Bengaluru APMC,Karnataka,Bengaluru,2026-06-20,7750,7500,8000
Black Gram(Urd Beans)(Whole),Koppal APMC,Karnataka,Koppal,2026-06-20,8091,8091,8091
Black Gram(Urd Beans)(Whole),Kalaburagi APMC,Karnataka,Kalaburagi,2026-06-20,5575,4450,6600
Wheat,Bengaluru APMC,Karnataka,Bengaluru,2026-06-20,4100,3700,4500
Ginger(Dry),Hassan APMC,Karnataka,Hassan,2026-06-20,21500,21500,21500
Potato,Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-20,1000,300,1300
Ragi(Finger Millet),Mysuru APMC,Karnataka,Mysuru,2026-06-20,3298,3298,3298
Ragi(Finger Millet),Hiriyur APMC,Karnataka,Chitradurga,2026-06-20,3000,3000,3000
Ragi(Finger Millet),Sira APMC,Karnataka,Tumakuru,2026-06-20,3000,3000,3000
Potato,Bengaluru APMC,Karnataka,Bengaluru,2026-06-20,1500,1000,2200
Potato,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-20,2000,1500,2500
Potato,Hubballi APMC,Karnataka,Dharwad,2026-06-20,1600,1200,1800
Grapes,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-20,2500,2000,3000
Grapes,Mysuru APMC,Karnataka,Mysuru,2026-06-20,8000,7142,8333
Potato,Bangarpet APMC,Karnataka,Kolar,2026-06-20,1300,1000,2000
Cabbage,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-20,800,600,1000
Cabbage,Hospet APMC,Karnataka,Vijayanagara,2026-06-20,1200,1200,1200
Cabbage,Chamarajanagar APMC,Karnataka,Chamarajanagar,2026-06-20,2300,2000,2500
Cabbage,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-20,2800,2400,3200
Bunch Beans,Hospet APMC,Karnataka,Vijayanagara,2026-06-20,2500,2500,2500
Cauliflower,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-20,2500,2400,2700
Brinjal,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-20,3500,3000,4000
Brinjal,Honnali APMC,Karnataka,Davangere,2026-06-20,2300,2000,2500
Brinjal,Kadur APMC,Karnataka,Chikkamagaluru,2026-06-20,2082,2082,2082
Brinjal,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-20,4400,3500,5000
Tamarind Fruit,Bengaluru APMC,Karnataka,Bengaluru,2026-06-20,13000,11000,15000
Bengal Gram Dal(Chana Dal),Bengaluru APMC,Karnataka,Bengaluru,2026-06-20,7350,7200,7500
Green Gram Dal(Moong Dal),Bengaluru APMC,Karnataka,Bengaluru,2026-06-20,11250,11000,11500
Ground Nut Seed,Bengaluru APMC,Karnataka,Bengaluru,2026-06-20,14250,14000,14500
Red gram/Arhar/Tur(whole),Sedam APMC,Karnataka,Kalaburagi,2026-06-20,7364,6800,7700
Red gram/Arhar/Tur(whole),Kalaburagi APMC,Karnataka,Kalaburagi,2026-06-20,7250,6400,8200
Red gram/Arhar/Tur(whole),Humanabad APMC,Karnataka,Bidar,2026-06-20,6700,5000,7600
Knool Khol,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-20,2500,2000,3000
Seemebadnekai,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-20,1800,1700,1900
Suvarna Gadde,Davangere APMC,Karnataka,Davangere,2026-06-20,1600,1000,2300
Lime,Davangere APMC,Karnataka,Davangere,2026-06-20,2000,1200,2600
Banana,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-20,1550,600,2500
Tomato,Srinivasapur APMC,Karnataka,Kolar,2026-06-20,1200,866,1866
Tomato,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-20,3500,3400,3600
Tomato,Gundlupet APMC,Karnataka,Chamarajanagar,2026-06-20,2700,2500,3000
Tomato,Kadur APMC,Karnataka,Chikkamagaluru,2026-06-20,2775,2173,3330
Tomato,Bangarpet APMC,Karnataka,Kolar,2026-06-20,1000,900,1300
Tomato,Ranebennur APMC,Karnataka,Haveri,2026-06-20,2800,1200,3000
Banana - Green,Doddaballapur APMC,Karnataka,Bengaluru Rural,2026-06-20,6000,5000,7000
Papaya,Kalaburagi APMC,Karnataka,Kalaburagi,2026-06-20,40,30,50
Foxtail Millet(Navane),Koppal APMC,Karnataka,Koppal,2026-06-20,3694,3694,3694
Green Chilli,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-20,4400,4200,4600
Bottle gourd,Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-20,2300,2000,2500
Green Chilli,Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-20,2300,2000,2500
Maize,Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-20,4438,4300,4500
Maize,Hanagal APMC,Karnataka,Haveri,2026-06-20,2200,2000,2200
Maize,Kalaburagi APMC,Karnataka,Kalaburagi,2026-06-20,4550,4100,5000
Maize,Sindhanur APMC,Karnataka,Raichur,2026-06-20,1964,1940,1980
Green Chilli,Chamarajanagar APMC,Karnataka,Chamarajanagar,2026-06-20,2000,1500,2500
Green Chilli,Belur APMC,Karnataka,Hassan,2026-06-20,1200,1200,1221
Maize,Hiriyur APMC,Karnataka,Chitradurga,2026-06-20,2300,2300,2300
Maize,Kustagi APMC,Karnataka,Koppal,2026-06-20,2069,1900,2120
Bengal Gram(Gram)(Whole),Bengaluru APMC,Karnataka,Bengaluru,2026-06-20,7250,7000,7500
Bengal Gram(Gram)(Whole),Bidar APMC,Karnataka,Bidar,2026-06-20,5819,5819,5819
Bengal Gram(Gram)(Whole),Basava Kalayana APMC,Karnataka,Bidar,2026-06-20,5700,5700,5700
Jowar(Sorghum),Manvi APMC,Karnataka,Raichur,2026-06-20,2800,2800,2800
Bengal Gram(Gram)(Whole),Laxmeshwar APMC,Karnataka,Gadag,2026-06-20,4363,3800,5489
Jowar(Sorghum),Hubballi APMC,Karnataka,Dharwad,2026-06-20,3681,1395,4656
Jowar(Sorghum),Raichur APMC,Karnataka,Raichur,2026-06-20,4529,4529,4529
Sunflower/Sunflower Seed,Gadag APMC,Karnataka,Gadag,2026-06-20,7016,6282,7107
Sunflower/Sunflower Seed,Jamakhandi APMC,Karnataka,Bagalkot,2026-06-20,6200,6000,6500
Sunflower/Sunflower Seed,Mundaragi APMC,Karnataka,Gadag,2026-06-20,6912,6912,6912
Copra,Sira APMC,Karnataka,Tumakuru,2026-06-20,31500,31500,31500
Copra,Arasikere APMC,Karnataka,Hassan,2026-06-20,32118,32118,32118
Copra,Kadur APMC,Karnataka,Chikkamagaluru,2026-06-20,20000,20000,30000
Copra,Channarayapatna APMC,Karnataka,Hassan,2026-06-20,14800,14800,23000
Copra,Arasikere APMC,Karnataka,Hassan,2026-06-20,13000,13000,13000
Copra,Hosadurga APMC,Karnataka,Chitradurga,2026-06-20,22000,22000,22000
Copra,Huliyar APMC,Karnataka,Tumakuru,2026-06-20,11000,11000,11250
Mango,Srinivasapur APMC,Karnataka,Kolar,2026-06-20,2100,1800,2500
Banana,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-20,3000,1000,5000
Bitter gourd,Ranebennur APMC,Karnataka,Haveri,2026-06-20,2600,1500,3000
Bengal Gram(Gram)(Whole),Laxmeshwar APMC,Karnataka,Gadag,2026-06-20,4363,3800,5489
Maize,Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-20,4438,4300,4500
Maize,Hanagal APMC,Karnataka,Haveri,2026-06-20,2200,2000,2200
Maize,Kalaburagi APMC,Karnataka,Kalaburagi,2026-06-20,4550,4100,5000
Maize,Sindhanur APMC,Karnataka,Raichur,2026-06-20,1964,1940,1980
Tender Coconut,K.R.Nagar APMC,Karnataka,Mysuru,2026-06-20,20000,20000,20000
Tender Coconut,Malavalli APMC,Karnataka,Mandya,2026-06-20,30000,15000,32000
Tender Coconut,Srirangapattana APMC,Karnataka,Mandya,2026-06-20,25000,20000,25000
Tender Coconut,K.R. Pet APMC,Karnataka,Mandya,2026-06-20,15000,10000,40000
Bajra(Pearl Millet/Cumbu),Badami APMC,Karnataka,Bagalkot,2026-06-20,2045,2045,2045
Rice,Gangavathi APMC,Karnataka,Koppal,2026-06-20,2710,2300,2810
Rice,Manvi APMC,Karnataka,Raichur,2026-06-20,2800,2800,2800
Rice,Tumakuru APMC,Karnataka,Tumakuru,2026-06-20,4600,3400,5600
Soyabean,Bidar APMC,Karnataka,Bidar,2026-06-20,6673,5462,7000
Onion,Bagalkot APMC,Karnataka,Bagalkot,2026-06-20,1650,400,2150
Onion,Bengaluru APMC,Karnataka,Bengaluru,2026-06-20,2000,1600,2200
Onion,Jamakhandi APMC,Karnataka,Bagalkot,2026-06-20,1000,400,1500
Onion,Chikkamagaluru APMC,Karnataka,Chikkamagaluru,2026-06-20,1850,1650,2050
Potato,Bengaluru APMC,Karnataka,Bengaluru,2026-06-20,1600,1500,2000
Potato,Doddaballapur APMC,Karnataka,Bengaluru Rural,2026-06-20,2300,2000,2500
Garlic,Davangere APMC,Karnataka,Davangere,2026-06-20,10000,8000,13000
Garlic,Tumakuru APMC,Karnataka,Tumakuru,2026-06-20,9500,7600,12000
Ragi(Finger Millet),Kottur APMC,Karnataka,Vijayanagara,2026-06-20,3210,3183,3213
Ragi(Finger Millet),Gubbi APMC,Karnataka,Tumakuru,2026-06-20,3200,3200,4200
Cauliflower,Bangarpet APMC,Karnataka,Kolar,2026-06-20,1000,500,1300
Rice,Hoskote APMC,Karnataka,Bengaluru Rural,2026-06-20,1600,1500,2200
Rice,Koppal APMC,Karnataka,Koppal,2026-06-20,2275,2250,2300
Rice,Manvi APMC,Karnataka,Raichur,2026-06-20,2800,2800,2800
Rice,Doddaballapur APMC,Karnataka,Bengaluru Rural,2026-06-20,1850,1850,1850
Black Gram(Urd Beans)(Whole),Gundlupet APMC,Karnataka,Chamarajanagar,2026-06-20,7500,7500,7500
Paddy(Common),Hanagal APMC,Karnataka,Haveri,2026-06-20,3000,2200,3000
Paddy(Common),Belur APMC,Karnataka,Hassan,2026-06-20,4500,4500,4500
Paddy(Common),Shimoga APMC,Karnataka,Shivamogga,2026-06-20,2040,2000,2200
Paddy(Common),K.R. Pet APMC,Karnataka,Mandya,2026-06-20,1850,1850,1850
Paddy(Common),Davangere APMC,Karnataka,Davangere,2026-06-20,2908,2659,3156
Paddy(Common),Shimoga APMC,Karnataka,Shivamogga,2026-06-20,2300,2300,2300
Paddy(Common),Haliyala APMC,Karnataka,Uttara Kannada,2026-06-20,2420,2420,2420
Paddy(Common),Honnali APMC,Karnataka,Davangere,2026-06-20,2589,2500,2700
Paddy(Common),Mudigere APMC,Karnataka,Chikkamagaluru,2026-06-20,2400,2400,2400
Paddy(Common),Karatagi APMC,Karnataka,Koppal,2026-06-20,3850,3850,3850
Paddy(Common),Gangavathi APMC,Karnataka,Koppal,2026-06-20,3140,2960,3236
Brinjal,Mulbagal APMC,Karnataka,Kolar,2026-06-20,2000,1500,2500
Brinjal,Bangarpet APMC,Karnataka,Kolar,2026-06-20,2300,2000,2500
Cauliflower,Bagepalli APMC,Karnataka,Chikkaballapur,2026-06-20,1300,1000,1700
Cauliflower,Honnali APMC,Karnataka,Davangere,2026-06-20,3200,3000,3500
Brinjal,Davangere APMC,Karnataka,Davangere,2026-06-20,1500,700,2200
Brinjal,Chamarajanagar APMC,Karnataka,Chamarajanagar,2026-06-20,1900,1200,2500
Green Gram(Moong)(Whole),Yalburga APMC,Karnataka,Koppal,2026-06-20,8000,8000,8000
Wheat,Talikot APMC,Karnataka,Vijayapura,2026-06-20,2400,2400,2400
Rice,Davangere APMC,Karnataka,Davangere,2026-06-20,2890,2890,2890
Wheat,Rona APMC,Karnataka,Gadag,2026-06-20,2385,2385,2385
Apple,Davangere APMC,Karnataka,Davangere,2026-06-20,15000,10000,20000
Apple,Kalaburagi APMC,Karnataka,Kalaburagi,2026-06-20,5000,4000,6000
Pineapple,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-20,3000,2000,4000
Grapes,Kalaburagi APMC,Karnataka,Kalaburagi,2026-06-20,2000,1000,3000
Bajra(Pearl Millet/Cumbu),Talikot APMC,Karnataka,Vijayapura,2026-06-20,2200,2200,2200
Ladies Finger,Kadur APMC,Karnataka,Chikkamagaluru,2026-06-20,2776,2776,2776
Ladies Finger,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-20,2000,1600,2600
Maize,Ballari APMC,Karnataka,Bellary,2026-06-20,2155,1750,2188
Maize,Ramdurga APMC,Karnataka,Belagavi,2026-06-20,2229,2229,2229
Maize,Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-20,2000,1000,2400
Maize,H.B. Halli APMC,Karnataka,Vijayanagara,2026-06-20,2200,2090,2230
